finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
P1-F2-L04,P1-F2,LOW,`hooks/*.ts` — polling cadence,"`useAccount` refetches every 5s ([hooks/useAccount.ts:18](argus/ui/src/hooks/useAccount.ts#L18)), `usePositions` every 15s ([hooks/usePositions.ts:19](argus/ui/src/hooks/usePositions.ts#L19)), Observatory resources range 5s–60s with no coordination ([features/observatory/hooks/useSymbolDetail.ts](argus/ui/src/features/observatory/hooks/useSymbolDetail.ts)). All are authenticated JWT requests.",Steady-state API chatter. Not a correctness issue.,Document expected cadence per data type in a central constants file; align where there's no reason for variance.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-L05,P1-F2,LOW,[pages/PerformancePage.tsx:23](argus/ui/src/pages/PerformancePage.tsx#L23),"`Component` imported from React used only as a class base (line ~69–93 class ChartErrorBoundary), never referenced directly in JSX of the file. Functionally correct but lint-adjacent.",None.,Non-issue once L2 is enabled with appropriate config — ESLint understands class inheritance usage.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-G1-C01,P1-G1,CRITICAL,[argus/core/risk_manager.py:618-638](argus/core/risk_manager.py#L618-L638),"**Post-close circuit-breaker trigger path is uncovered.** `_check_circuit_breaker_after_close()` is one of only two code paths that flip `_circuit_breaker_active=True` (the other is inline in `evaluate_signal()`). Lines 621, 627-634 are uncovered per `--cov-report=term-missing`. Existing `test_daily_loss_limit_triggers_circuit_breaker` at [test_risk_manager.py:314](tests/core/test_risk_manager.py#L314) sets `_daily_realized_pnl` directly and calls `evaluate_signal()` — it never exercises the position-close path that enters `record_realized_pnl()`. A silent regression that broke the post-close breaker would not be caught by any test.",The post-close path is how the breaker actually fires in live trading (realized P&L only exists after closes). Uncovered failure-mode branch in safety-critical code.,"Add a regression test that closes losing positions via `record_realized_pnl()` cumulatively past the daily limit, then asserts (a) `CircuitBreakerEvent` published, (b) `_circuit_breaker_active` true, (c) subsequent signals rejected. Also covers the `return` at line 621 (already-triggered early-exit).",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,CRITICAL — auto-approve
P1-G1-C02,P1-G1,CRITICAL,"[argus/core/risk_manager.py:386-394](argus/core/risk_manager.py#L386-L394), [argus/core/risk_manager.py:405-421](argus/core/risk_manager.py#L405-L421)","**Two rejection paths in position-sizing are uncovered.** Both ranges are the ""reduce-to-fit → still-below-min-risk-floor → reject"" branches for the cash-reserve and buying-power checks. Per `risk-rules.md`: ""If ANY of these are false, the order MUST be rejected."" The reject branch under DEC-249-style approve-with-modification floor (0.25R) is the specific invariant that keeps undersized reductions from being silently accepted. Happy-path reductions (lines 383-384, 420-421) are covered; the reject-after-reduction branch is not.","Legit rejection-reason coverage gap per `testing.md` §Safety-Critical (""every approval path, every rejection path""). A change to `_below_min_risk_floor()` or the reduction math could silently turn rejects into accepts for a corner case.","Add two parametrized tests: (1) cash reserve so low the reduced shares violate `min_position_risk_dollars`, (2) buying power so low the reduced shares violate same. Assert `OrderRejectedEvent` with the specific reason substring.",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,CRITICAL — auto-approve
P1-G1-M01,P1-G1,MEDIUM,[tests/backtest/test_walk_forward_engine.py:559-626](tests/backtest/test_walk_forward_engine.py#L559-L626),"**Timing-flaky test not tracked in DEF table.** `test_speed_benchmark` asserts `speed_ratio = replay_time / engine_time >= 3.0` with 10ms vs 50ms `asyncio.sleep()` delays. Under xdist worker contention (no-cov run at 138.9s) it failed; under coverage overhead (single-worker dominated, 191.6s) it passed. `testing.md` explicitly warns against sleep-bound tests >3s; this test's *assertion* is wall-clock-contention-bound even at 10ms.","Silent flake. Not in CLAUDE.md Known Issues list. Next operator CI run could produce a random red. Worse: it measures scheduler behavior, not the code's actual speedup.","Either (a) replace the timing assertion with a functional assertion that both engines produce equal results on identical mocked inputs, or (b) increase the per-call delay to 100ms+ and loosen the ratio to 2.0x so scheduler jitter is dominated by the measured quantity. Open a DEF for the flake.",safe-during-trading,fix-now,FIX-09-backtest-engine,,
P1-G1-M02,P1-G1,MEDIUM,"[argus/main.py](argus/main.py) (1,096 statements, 874 missed = **20% coverage**)","`main.py` is the lowest-coverage non-zero module. Most lines are Phase 1-12 startup, most of which is exercised only by `test_main.py` (which is excluded from `-n auto` per DEF-048). Without its integration paths, much of the file only gets touched via narrowly scoped fixtures.","Already partially acknowledged (DEF-048 + P1-A1 findings). Coverage number dominates the overall 82% but is somewhat misleading — `main.py` IS integration-tested, just not under xdist. Worth an explicit note so the 82% headline isn't misread.",Not a gap to close in P1-G1 directly; align with P1-A1 recommendations. Consider running `test_main.py` in a separate non-xdist pass in CI and merging coverage reports.,read-only-no-fix-needed,fix-now,FIX-03-main-py,,
P1-G1-M03,P1-G1,MEDIUM,"[argus/core/logging_config.py](argus/core/logging_config.py) (24% coverage, 39/51 missed)","Logging setup code rarely exercised in unit tests (fixtures replace handlers). Lines 25-40, 64-68, 90-128 uncovered — this includes the JSON formatter path, the stderr-only fallback, and the file-handler rotation config. Any silent regression in logging would leave operators blind.","Low functional risk (if broken, you see it immediately in stdout). But a crash inside `setup_logging()` at startup would mask other startup errors.","Add ≥3 tests covering: JSON formatter output shape, file handler rotation config, stderr fallback branch. Small file, cheap win.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M04,P1-G1,MEDIUM,"6 order-manager flatten tests at ~30.0s each = ~180s wall-clock (serialized), ~60s with `-n auto`","From `--durations=30`: `test_emergency_flatten_closes_everything`, `test_circuit_breaker_triggers_emergency_flatten`, `test_eod_flatten_closes_all_positions`, `test_emergency_flatten_cancels_open_orders`, `test_bracket_flatten_cancels_bracket_orders`, `test_eod_flatten_broker_only_positions` — all clock in at exactly 30.0x seconds. This matches the Sprint 32.9 synchronous fill-verification `eod_flatten_timeout_seconds: 30` default. These tests appear to wait for the full verification timeout rather than mocking the fill event.",~25% of test-suite wall-clock time spent in 6 tests. Violates `testing.md` §Tests that use real `asyncio.sleep` are wall-clock-bound. A dev iterating on order-manager logic pays 30s per test even for a 1-line change.,"Inspect whether fills are actually arriving in the test setup. If the timeout is hitting because the fill event is never published in the test fixture, publish a fake fill event on the asyncio.Event the order manager waits on. If the timeout IS the scenario under test, use `monkeypatch.setattr(OrderManagerConfig, 'eod_flatten_timeout_seconds', 0.1)`.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M05,P1-G1,MEDIUM,[tests/analytics/test_def159_entry_price_known.py:137-179](tests/analytics/test_def159_entry_price_known.py#L137-L179),"**DEF-163 date-decay test has a timezone-mismatch bug, not a ""date decay"" bug.** The test stores `exit_time=datetime.now(UTC)` but `get_todays_pnl()` filters `WHERE date(exit_time) = <ET date>`. SQLite's `date()` on a `+00:00` ISO string returns the UTC date. When UTC date ≠ ET date (i.e., roughly 20:00 ET – 00:00 ET window), the test fails. Documenting it as ""date decay"" hides the actual timezone-handling defect.",The test did NOT fail in this morning's 09:58 ET run (both UTC and ET dates matched) but WILL fail every evening. Future operator running CI at 20:15 ET gets a confusing red that will appear intermittent.,"Fix the test to use `datetime.now(ZoneInfo(""America/New_York""))` for `exit_time`, OR fix `trade_logger.log_trade()` to normalize exit_time to ET before storage. Pick one and document.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M06,P1-G1,MEDIUM,[tests/core/test_regime_vector_expansion.py:36](tests/core/test_regime_vector_expansion.py#L36),"**DEF-163 date-decay root cause identified.** `_make_vector()` helper still hardcodes `computed_at=datetime(2026, 3, 26, 14, 0, 0, tzinfo=UTC)` as its default. Sprint 32.8 fix only replaced the explicit date in `test_history_store_migration` (which overrides `computed_at=datetime.now(UTC)` at line 302). Every *other* test that calls `_make_vector()` without override still uses March 26 2026 — if retention policy ever deletes rows older than 30 days, those tests will fail deterministically after 2026-04-25. This is the ""second hardcoded constant"" CLAUDE.md speculated about.","Tests currently pass (retention horizon in `RegimeHistoryStore.cleanup_old_snapshots()` isn't being invoked in these tests), so this is latent — it will bite when either retention-aware testing is added or the default is trusted for some date-comparison assertion.","Replace the hardcoded default at line 36 with `datetime.now(UTC) - timedelta(hours=1)` (slightly-in-the-past so tests that compare against ""now"" don't race).",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-G1-M07,P1-G1,MEDIUM,[tests/sprint_runner/test_notifications.py:302-321](tests/sprint_runner/test_notifications.py#L302-L321),"**DEF-150 is not xdist-specific; it is a time-of-day bug.** CLAUDE.md says ""race condition under `-n auto`, passes in isolation"". The actual bug: `manager.last_halted_notification = datetime.now(UTC).replace(minute=(datetime.now(UTC).minute - 2) % 60)` is broken for the first two minutes of every hour. When `minute ∈ {0,1}`, `(0-2) % 60 = 58` and `(1-2) % 60 = 59` set the timestamp **58/59 minutes in the future** (same hour, higher minute), not 2 minutes ago. `check_reminder()` then sees the last notification as in the future and doesn't fire. In this morning's run the failure reproduced under both `-n auto` and under coverage.","Flake category is wrong in DEF table. Calling this ""xdist race"" misdirects future fixers.",Replace the broken arithmetic with `datetime.now(UTC) - timedelta(minutes=2)`. One-line fix.,safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M08,P1-G1,MEDIUM,[argus/core/risk_manager.py:733](argus/core/risk_manager.py#L733),`run_integrity_check()` branch `if account.equity <= 0: issues.append(...)` is uncovered. Simple check but a zero-equity broker state is a real failure mode.,Low; function is an auxiliary diagnostic.,Add a 3-line test that constructs a broker returning `Account(equity=0)` and asserts the returned `IntegrityReport.passed is False`.,safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-G1-M09,P1-G1,MEDIUM,"[tests/execution/test_order_manager_*.py](tests/execution/) — 13 order-manager test files, 233 tests","Order-manager tests spread across 13 files with sprint-dated names (`*_sprint295.py`, `*_sprint2875.py`, `*_sprint329.py`, `*_def158.py`, `*_reconciliation_redesign.py`, etc). This is organic drift, not principled organization. `testing.md` §Test Structure says ""Mirror the source tree"" — the canonical target is `test_order_manager.py`. Cross-file test discovery requires knowing the sprint number.","Navigation friction; duplicated fixture setup across files; hard to see ""all flatten tests in one place.""","Consolidate under a `tests/execution/order_manager/` package with topic-split modules: `test_flatten.py`, `test_reconciliation.py`, `test_brackets.py`, `test_exits.py`, `test_margin_circuit.py`. Delete the sprint-date suffixes. No test semantics change; pure file-layout refactor.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M10,P1-G1,MEDIUM,[pyproject.toml](pyproject.toml) / missing `.coveragerc`,"**No coverage configuration present.** No `[tool.coverage]` section in pyproject.toml, no `.coveragerc`. Defaults include every line, measure line coverage only (no branch coverage), no omit paths, no target threshold. CLI coverage runs are thus non-deterministic across operators (anyone who runs `pytest --cov` without the exact flags above produces a different report).",No enforced floor. No branch coverage = rejection-branch gaps (like C1/C2) harder to spot. No `exclude_lines` means `if TYPE_CHECKING:` and `raise NotImplementedError` lines count as missed.,"Add a minimal `[tool.coverage.run]` and `[tool.coverage.report]` section: `source = [""argus""]`, `branch = true`, `exclude_lines = [""pragma: no cover"", ""if TYPE_CHECKING:"", ""raise NotImplementedError"", ""if __name__""]`, `omit = [""argus/api/__main__.py"", ""argus/api/setup_password.py""]`. Optionally set a `fail_under = 80`.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
P1-G1-M11,P1-G1,MEDIUM,"[argus/api/__main__.py](argus/api/__main__.py) (0% coverage, 34/34 missed), [argus/api/setup_password.py](argus/api/setup_password.py) (0% coverage)","Two entry-point modules at 0% coverage. These are CLI invocations (`python -m argus.api`, `python -m argus.api.setup_password`). Expected pattern is `omit` in coverage config, not ""untested code."" Currently they drag overall coverage down without representing actionable gaps.",Distorts the 82% headline — real coverage of library code is ~1.5% higher. Also implies CLI entry points are untested when they're just untestable via pytest-cov's default invocation.,"Part of M10's coverage-config fix: add both to `omit`. Optionally add one smoke test per entry using `subprocess.run([sys.executable, '-m', 'argus.api.setup_password', '--help'])`.",safe-during-trading,fix-now,FIX-13-test-hygiene,,
